"Date","Standard Major Group","Standard Submajor Group","Occupation","Occupation Code","Count"
2011-01-31,"Technicians and Trades Workers","Engineering, ICT and Science Technicians","Telecommunications Technical Officer or Technologist","313214",0
2011-01-31,"Technicians and Trades Workers","Engineering, ICT and Science Technicians","Web Administrator","313113",3
2011-01-31,"Technicians and Trades Workers","Food Trades Workers","Baker","351111",12
2011-01-31,"Technicians and Trades Workers","Food Trades Workers","Butcher or Smallgoods Maker","351211",3
2011-01-31,"Technicians and Trades Workers","Food Trades Workers","Chef","351311",66
2011-01-31,"Technicians and Trades Workers","Food Trades Workers","Cook","351411",3
2011-01-31,"Technicians and Trades Workers","Food Trades Workers","Pastrycook","351112",6
2011-01-31,"Technicians and Trades Workers","Other Technicians and Trades Workers","Boat Builder and Repairer","399111",0
2011-01-31,"Technicians and Trades Workers","Other Technicians and Trades Workers","Chemical Plant Operator","399211",0
2011-01-31,"Technicians and Trades Workers","Other Technicians and Trades Workers","Clothing Patternmaker","393212",0
2011-01-31,"Technicians and Trades Workers","Other Technicians and Trades Workers","Dressmaker or Tailor","393213",3
2011-01-31,"Technicians and Trades Workers","Other Technicians and Trades Workers","Graphic Pre-press Trades Worker","392211",3
2011-01-31,"Technicians and Trades Workers","Other Technicians and Trades Workers","Hairdresser","391111",6
2011-01-31,"Technicians and Trades Workers","Other Technicians and Trades Workers","Jeweller","399411",0
2011-01-31,"Technicians and Trades Workers","Other Technicians and Trades Workers","Plastics Technician","399916",3
2011-01-31,"Technicians and Trades Workers","Other Technicians and Trades Workers","Power Generation Plant Operator","399213",3
2011-01-31,"Technicians and Trades Workers","Other Technicians and Trades Workers","Screen Printer","392112",3
2011-01-31,"Technicians and Trades Workers","Other Technicians and Trades Workers","Signwriter","399611",0
2011-01-31,"Technicians and Trades Workers","Other Technicians and Trades Workers","Small Offset Printer","392312",3
2011-01-31,"Technicians and Trades Workers","Other Technicians and Trades Workers","Technicians and Trades Workers nec","399999",0
2011-01-31,"Technicians and Trades Workers","Other Technicians and Trades Workers","Upholsterer","393311",0
2011-01-31,"Technicians and Trades Workers","Other Technicians and Trades Workers","Wood Machinist","394213",3
2011-01-31,"Technicians and Trades Workers","Skilled Animal and Horticultural Workers","Arborist","362212",3
2011-01-31,"Technicians and Trades Workers","Skilled Animal and Horticultural Workers","Horse Trainer","361112",3
2011-01-31,"Technicians and Trades Workers","Skilled Animal and Horticultural Workers","Nurseryperson","362411",3
2011-01-31,"Technicians and Trades Workers","Skilled Animal and Horticultural Workers","Veterinary Nurse","361311",3
2011-01-31,"Technicians and Trades Workers","Skilled Animal and Horticultural Workers","Zookeeper","361114",3
2011-02-28,"(not recorded)","(not recorded)","(not recorded)","(not recorded)",24
2011-02-28,"Clerical and Administrative Workers","General Clerical Workers","General Clerk","531111",0
2011-02-28,"Clerical and Administrative Workers","Inquiry Clerks and Receptionists","Call or Contact Centre Team Leader","541111",3
2011-02-28,"Clerical and Administrative Workers","Numerical Clerks","Bank Worker","552111",3
2011-02-28,"Clerical and Administrative Workers","Numerical Clerks","Insurance Consultant","552312",0
2011-02-28,"Clerical and Administrative Workers","Office Managers and Program Administrators","Contract Administrator","511111",3
2011-02-28,"Clerical and Administrative Workers","Office Managers and Program Administrators","Health Practice Manager","512211",0
2011-02-28,"Clerical and Administrative Workers","Office Managers and Program Administrators","Office Manager","512111",15
2011-02-28,"Clerical and Administrative Workers","Office Managers and Program Administrators","Program or Project Administrator","511112",6
2011-02-28,"Clerical and Administrative Workers","Other Clerical and Administrative Workers","Clerical and Administrative Workers nec","599999",0
2011-02-28,"Clerical and Administrative Workers","Other Clerical and Administrative Workers","Clinical Coder","599915",0
2011-02-28,"Clerical and Administrative Workers","Personal Assistants and Secretaries","Personal Assistant","521111",0
2011-02-28,"Clerical and Administrative Workers","Personal Assistants and Secretaries","Secretary (General)","521211",0
2011-02-28,"Clerks","Office Clerks","Executive Assistant","41141",0
2011-02-28,"Community and Personal Service Workers","Health and Welfare Support Workers","Ambulance Officer","411111",0
2011-02-28,"Community and Personal Service Workers","Health and Welfare Support Workers","Community Worker","411711",6
2011-02-28,"Community and Personal Service Workers","Health and Welfare Support Workers","Dental Technician","411213",0
2011-02-28,"Community and Personal Service Workers","Health and Welfare Support Workers","Enrolled Nurse","411411",0
2011-02-28,"Community and Personal Service Workers","Health and Welfare Support Workers","Intensive Care Ambulance Paramedic (Aus) / Ambulance Paramedic (NZ)","411112",0
2011-02-28,"Community and Personal Service Workers","Health and Welfare Support Workers","Massage Therapist","411611",0
2011-02-28,"Community and Personal Service Workers","Health and Welfare Support Workers","Residential Care Officer","411715",3
2011-02-28,"Community and Personal Service Workers","Health and Welfare Support Workers","Youth Worker","411716",0
2011-02-28,"Community and Personal Service Workers","Hospitality Workers","Hotel Service Manager","431411",3
2011-02-28,"Community and Personal Service Workers","Protective Service Workers","Prison Officer","442111",6
2011-02-28,"Community and Personal Service Workers","Protective Service Workers","Security Consultant","442216",3
2011-02-28,"Community and Personal Service Workers","Sports and Personal Service Workers","Other Sports Coach or Instructor","452317",3
2011-02-28,"Community and Personal Service Workers","Sports and Personal Service Workers","Travel Consultant","451612",0
2011-02-28,"Machinery Operators and Drivers","Machine and Stationary Plant Operators","Industrial Spraypainter","711211",0
2011-02-28,"Machinery Operators and Drivers","Road and Rail Drivers","Truck Driver (General)","733111",0
2011-02-28,"Managers","Chief Executives, General Managers and Legislators","Chief Executive or Managing Director","111111",3
2011-02-28,"Managers","Chief Executives, General Managers and Legislators","Corporate General Manager","111211",0
2011-02-28,"Managers","Farmers and Farm Managers","Apiarist","121311",3
2011-02-28,"Managers","Farmers and Farm Managers","Beef Cattle Farmer","121312",3
2011-02-28,"Managers","Farmers and Farm Managers","Dairy Cattle Farmer","121313",18
2011-02-28,"Managers","Farmers and Farm Managers","Mixed Crop Farmer","121216",3
2011-02-28,"Managers","Farmers and Farm Managers","Pig Farmer","121318",3
2011-02-28,"Managers","Farmers and Farm Managers","Poultry Farmer","121321",3
2011-02-28,"Managers","Farmers and Farm Managers","Vegetable Grower (Aus) / Market Gardener (NZ)","121221",0
2011-02-28,"Managers","Hospitality, Retail and Service Managers","Cafe or Restaurant Manager","141111",54
2011-02-28,"Managers","Hospitality, Retail and Service Managers","Call or Contact Centre Manager","149211",3
2011-02-28,"Managers","Hospitality, Retail and Service Managers","Conference and Event Organiser","149311",3
2011-02-28,"Managers","Hospitality, Retail and Service Managers","Customer Service Manager","149212",6
2011-02-28,"Managers","Hospitality, Retail and Service Managers","Facilities Manager","149913",0
2011-02-28,"Managers","Hospitality, Retail and Service Managers","Financial Institution Branch Manager","149914",0
2011-02-28,"Managers","Hospitality, Retail and Service Managers","Hair or Beauty Salon Manager","142114",0
2011-02-28,"Managers","Hospitality, Retail and Service Managers","Hospitality, Retail and Service Managers nec","149999",0
2011-02-28,"Managers","Hospitality, Retail and Service Managers","Hotel or Motel Manager","141311",6
2011-02-28,"Managers","Hospitality, Retail and Service Managers","Licensed Club Manager","141411",0
2011-02-28,"Managers","Hospitality, Retail and Service Managers","Retail Manager (General)","142111",48
2011-02-28,"Managers","Hospitality, Retail and Service Managers","Transport Company Manager","149413",3
2011-02-28,"Managers","Hospitality, Retail and Service Managers","Travel Agency Manager","142116",3
2011-02-28,"Managers","Specialist Managers","Advertising Manager","131113",3
2011-02-28,"Managers","Specialist Managers","Child Care Centre Manager","134111",3
2011-02-28,"Managers","Specialist Managers","Commissioned Defence Force Officer","139111",0
2011-02-28,"Managers","Specialist Managers","Construction Project Manager","133111",3
2011-02-28,"Managers","Specialist Managers","Corporate Services Manager","132111",0
2011-02-28,"Managers","Specialist Managers","Engineering Manager","133211",3
2011-02-28,"Managers","Specialist Managers","Finance Manager","132211",0
2011-02-28,"Managers","Specialist Managers","Human Resource Manager","132311",3
2011-02-28,"Managers","Specialist Managers","ICT Managers nec","135199",6
2011-02-28,"Managers","Specialist Managers","ICT Project Manager","135112",3
2011-02-28,"Managers","Specialist Managers","Importer or Exporter","133311",0
2011-02-28,"Managers","Specialist Managers","Production Manager (Manufacturing)","133512",3
2011-02-28,"Managers","Specialist Managers","Quality Assurance Manager","139914",0
2011-02-28,"Managers","Specialist Managers","Research and Development Manager","132511",0
2011-02-28,"Managers","Specialist Managers","Sales and Marketing Manager","131112",15
2011-02-28,"Managers","Specialist Managers","Specialist Managers nec","139999",3
2011-02-28,"Managers","Specialist Managers","Supply and Distribution Manager","133611",3
2011-02-28,"Managers","Specialist Managers","Wholesaler","133312",3
2011-02-28,"Professionals","Arts and Media Professionals","Film and Video Editor","212314",0
2011-02-28,"Professionals","Arts and Media Professionals","Journalists and Other Writers nec","212499",0
2011-02-28,"Professionals","Arts and Media Professionals","Technical Director","212317",3
2011-02-28,"Professionals","Arts and Media Professionals","Video Producer","212318",0
2011-02-28,"Professionals","Business, Human Resource and Marketing Professionals","Accountant (General)","221111",9
2011-02-28,"Professionals","Business, Human Resource and Marketing Professionals","Advertising Specialist","225111",3
2011-02-28,"Professionals","Business, Human Resource and Marketing Professionals","Commodities Trader","222111",0
2011-02-28,"Professionals","Business, Human Resource and Marketing Professionals","Finance Broker","222112",3
